"","Names","ALB","ARE","ARG","AUS","AUT","BEL","BGR","BIH","BLR","BRA","BRN","CAN","CHE","CHL","COL","CRI","CZE","DEU","DNK","DOM","ESP","EST","FIN","FRA","GBR","GEO","GRC","HRV","HUN","IDN","IRL","ISL","ISR","ITA","JOR","JPN","KAZ","KOR","KSV","LBN","LTU","LUX","LVA","MAR","MDA","MEX","MKD","MLT","MNE","MYS","NLD","NOR","NZL","PAN","PER","PHL","POL","PRT","QAT","ROU","RUS","SAU","SGP","SRB","SVK","SVN","SWE","TAP","THA","TUR","UKR","URY","USA","VNM"
"61","LMU3R22","0.0375562837470325","0.18352238788095","0.0551648658346165","0.0914872376503088","0.0903907991612405","0.0290431921769271","-0.0171125913445977","-0.0693752697218369","0.115997549046914","0.0133799499729121","0.0938667602576439","0.102087262139313","0.0828860304855917","0.0799677361573631","0.158891694054909","0.0772717685848039","0.0534434338924179","0.0757295871317812","0.134836131067967","-0.123786657404929","0.0638624444757727","-0.0130789762451945","0.118961451668166","0.0944633251309512","0.0881688117711459","0.047439387011653","0.112632620904222","0.10227837297465","0.0437365732456488","0.0097005974413832","0.105038035675714","0.138234868813647","0.241043961261264","0.10349337336168","0.199985683115946","0.125062451863079","0.0549673141523959","0.143210222942327","0.0704101789904619","-0.100056741124667","0.087920739623351","0.104464118805895","0.0867008155618461","0.00580215383567321","0.062983638782768","0.0486276890602923","0.015995339166438","0.215921339479361","0.0808561439726022","0.0021132460833485","0.0766193049637361","0.128316464635101","0.101925849172372","0.0529617815841994","-0.0295475201664852","-0.245841319649337","0.0879950093217268","0.0844123577338245","0.172371987216864","0.0752509888167544","0.0989237769859258","0.119936258501108","0.105847117238803","0.10214704294054","0.0169572531825188","0.105217162212963","0.0588619150290608","0.0924671450633583","-0.000582521352039568","0.0714800322131078","0.155339336127561","0.0685994119552913","0.0760742412367374","0.106128593701636"
"62","LMU3R23","0.0373916627093588","0.178903594877701","0.0494397633864634","0.0854094777509765","0.0852177798065659","0.0285317022776233","-0.00907953522483857","-0.0611712130294817","0.108814381047275","0.0116634390133531","0.0879270502325009","0.096592943321856","0.0765248064129708","0.0796199489694892","0.148118569222256","0.0703482455248818","0.0499883581553492","0.0675587136982271","0.12717391387163","-0.119981923298587","0.0613015294791704","-0.00912752170552462","0.117954351914776","0.0874665851775095","0.0803283524558443","0.0442160929519161","0.108759306093342","0.0980722544346303","0.0466419976499542","0.0124642803664343","0.0995913483743935","0.133423661025476","0.227133794750945","0.0894885939941255","0.182994299125444","0.11968090659497","0.054642542223052","0.138128183898962","0.0681533270306121","-0.095858250218081","0.0864502669404411","0.0999760202931138","0.0827533575300257","0.00934857629608274","0.0601799177918492","0.0423900568536145","0.0125620294000495","0.20717497329455","0.0808986749571934","0.00390843244913915","0.0672195453291157","0.119915628959134","0.0964796010424241","0.0492805068935028","-0.0246206267775319","-0.232557232357131","0.0811115911122815","0.0811042256522646","0.167042944144213","0.0738413897016143","0.0921558008347302","0.116206844966458","0.0980193662859501","0.0967145595324166","0.0172825201746546","0.0983374509275332","0.0587389191733383","0.0853575297262497","0.000238393087223258","0.0639973272644346","0.146870545330087","0.0675832093371189","0.072812039509215","0.0961057516128163"
"63","LMU3R24","0.0350161523839025","0.171498832370623","0.0438926908353792","0.0798711545516626","0.0837748596955689","0.0234926653455492","-0.00608346083743363","-0.0617689486765755","0.107608196910419","0.00769455841706114","0.0855910451642612","0.0884091800073697","0.0746903985236648","0.0717293324056392","0.142991564952332","0.0689461007019805","0.0420139535417899","0.0647524790247331","0.119855768606245","-0.106122080590202","0.0583021373531858","-0.00889270960947322","0.115440061643095","0.0747046020728147","0.0803867381184044","0.0404790612909208","0.104830348309107","0.0923014345649297","0.0480454097751465","0.00956260710592448","0.100473008625361","0.127605553912276","0.216740444615439","0.0797369192788237","0.168846535365867","0.113931101042311","0.0559414416667452","0.128414421148947","0.0701095549598605","-0.0774726984393353","0.0830805624791269","0.0998658325745672","0.0805887125424377","0.00384738280098394","0.0561550709506823","0.0409412977985502","0.0125961733172642","0.189617884155159","0.0780559888839619","0.00782720673344326","0.0641374489231028","0.112670610517006","0.0937263691498509","0.0489631489747885","-0.0198176933757424","-0.222486811201783","0.0746561725280292","0.0747359013016628","0.161738247648372","0.0725765906249871","0.0839478128858257","0.114092291854897","0.0939744240783422","0.0964362618523979","0.0236126051259275","0.0961064337492792","0.0517163659825664","0.0847324502997385","0.00242882899610687","0.0600502526651753","0.132797358035336","0.0587070428839604","0.063145101028374","0.0878607624228816"
"64","LMU3R25","0.0350058148106853","0.160174646937663","0.0381413090936007","0.0766838188471277","0.0831059008152017","0.0225092625080956","-0.0055198454526093","-0.0553465136029485","0.103965072610787","0.0070007879231589","0.0851719779450759","0.0812896827222215","0.0674388193666576","0.0660268683122513","0.136926130530777","0.0622071729345128","0.0378343329638629","0.0612285627999142","0.113456134977492","-0.0921821338498913","0.0577326295359519","-0.00831939144559848","0.10549652768022","0.0646324037654273","0.0775395008573278","0.040040709104509","0.100285316931818","0.0876661797981893","0.0442480994588761","0.0120152141663811","0.0923824275009593","0.119599045546465","0.201660570339993","0.076865893322736","0.15933240570656","0.103357715870111","0.0519575100944215","0.118813560167052","0.0748995562610898","-0.0730051571923383","0.0799702610927016","0.0952388421261416","0.0775781696858176","0.00250455442350645","0.0555133516992046","0.0415727869039629","0.0183421808012869","0.181708902210916","0.0750673472683882","0.0133175011653295","0.0582798012102407","0.102146998553428","0.0886297439747188","0.0478934465634366","-0.0111555267130897","-0.204412299699379","0.0694939562278373","0.0661555733349772","0.156089611196932","0.0665335078529688","0.0808085506934781","0.102363237164837","0.0870163341687216","0.088470912374693","0.0247449776235788","0.097870401554694","0.0514914722450621","0.0813356532417257","0.00492960279185116","0.0530337711603529","0.122484714505567","0.0634526994484082","0.0522301162603378","0.0835816747049112"
"65","LMU3R26","0.0349574203906052","0.151012645150656","0.0324959330752253","0.0685245172346812","0.0770987831752111","0.0211047579961091","-0.00549479684718931","-0.0533441509349705","0.0993029525523578","0.00610893998643322","0.0841330937681223","0.0774311407154741","0.0579740114058949","0.0702616479223276","0.127292830422758","0.0549825192705953","0.0375027804619513","0.0611106997319772","0.105381968134404","-0.0869893007230951","0.0513791944731387","-0.0100054300664913","0.104884729544336","0.057618105079838","0.0700831589047341","0.0337156841198105","0.0956553506574744","0.0875777299480357","0.0359818776411336","0.0146866508037332","0.0880692870920572","0.118964441228394","0.19259570575041","0.0716502164666473","0.149752003470232","0.0971575195605443","0.0483655805052419","0.110553836683239","0.0741899125762415","-0.0649816906450738","0.079597022856319","0.0867384248211037","0.0729988315714882","0.00562952551521757","0.0576815714846959","0.0390391017321344","0.0106887329410021","0.168084376522015","0.069695469671718","0.0134337478997826","0.0546871654132754","0.100036397929614","0.0792620044641","0.046572445561506","-0.00745978382807799","-0.194499407584099","0.0654673662769495","0.0616577530026818","0.147980058746256","0.062153825361834","0.074680244166143","0.100566816889887","0.077118674402723","0.085252931446954","0.0230431671252131","0.0962078199663156","0.0468924977886681","0.0727203273616256","0.00287599126274664","0.0472953824171021","0.118324845419029","0.0573034224428706","0.0499623241998834","0.0749997210632657"
"66","LMU3R27","0.0335378421533681","0.14292658701886","0.0263763875017488","0.0649271463447476","0.0730238012084335","0.0235425600665252","-0.00120940800010143","-0.0438892023011599","0.0920797021913348","0.00766473519412032","0.0808202712506069","0.0704772952875686","0.0572035035691515","0.0649984889940468","0.119314228056633","0.0488515474276882","0.0412965272818331","0.0533646381925472","0.0978989216263537","-0.0807751331490107","0.0481897647293176","-0.00910567534664383","0.0981577736861111","0.0497499556721542","0.066237284983629","0.0285138047019148","0.0894933880714832","0.0790540905058581","0.0412062881280065","0.0149665102008836","0.084775542004662","0.112406255789171","0.176560581294045","0.0669283597185087","0.139095852867129","0.0882849617112912","0.0452380650145884","0.10761304956182","0.0735239775646312","-0.0560134887656509","0.0751517260197925","0.0735678895658263","0.0695534083349942","0.00725989607559719","0.0550354796799324","0.0378430654708756","0.0131120101565618","0.157281058268855","0.0652462545943418","0.0125169889069714","0.0505520875859325","0.0931478930934278","0.070867939671442","0.0449532173333983","-0.00403400026739047","-0.174495788089069","0.0583842421560856","0.0638292493908551","0.142224444718576","0.0569658406652125","0.0690694923577024","0.0985581873025311","0.0702930995970769","0.0843518938002773","0.0238809964403222","0.0856725055865001","0.0407061538302914","0.0660174485595415","0.0077148987278708","0.0422963649286941","0.108543178183118","0.0511213098541597","0.0511649153410096","0.0726504119062512"
"67","LMU3R28","0.0335103620053861","0.136000672307795","0.0266252994596914","0.0571128384713692","0.0748128934012307","0.0222076031511305","-0.00503054406268907","-0.0355749041916986","0.0891962621994181","0.0096847424498325","0.0756422799826059","0.0674743603513907","0.0500935658020878","0.0654380624666342","0.109730445247971","0.0469473520707306","0.040801217674685","0.0496507125024069","0.0877590488240365","-0.0691752329809708","0.0437737095913565","-0.00742540269575493","0.0881342414522472","0.048014418136638","0.0597769927027151","0.0296470373038399","0.0877765273991918","0.0722249628371016","0.0355036153848929","0.0173439318866288","0.0773316782524432","0.106017268519483","0.167288006780731","0.0621190736551627","0.130385067498266","0.0816602406475296","0.0443999741643155","0.0992343367555616","0.0669355268940049","-0.0485734491757747","0.0696337332689482","0.0683938884088684","0.0692713740726252","0.0109857750910215","0.0471899316590505","0.0365136605850037","0.0151356873414807","0.148845069961746","0.0610751117668442","0.00910438506136824","0.0447626204546039","0.0865305450264982","0.067873542065894","0.0422736354528531","-0.00687972270941536","-0.164794480130282","0.0567249942859373","0.0596508161088017","0.133938132356273","0.0544956697963688","0.061449921518725","0.0948141841009369","0.0645020401309994","0.0827349320899925","0.0206855231392416","0.0848617438632155","0.0401339430580993","0.0650415262355142","0.00656955886305646","0.041094419391075","0.105365598247924","0.0489747720031629","0.0484851380624482","0.0656944722484385"
"68","LMU3R29","0.03187972609034","0.128269488457712","0.0254254644698476","0.0485504311714343","0.0683338532169217","0.0260375828214148","-0.00552832969600149","-0.0325452937792826","0.0821066189598152","0.00810287896787501","0.0722155265803523","0.0606158772543407","0.0495516500980241","0.0631570291479108","0.100645169570652","0.0444925217111005","0.0340770706304142","0.043237740667781","0.0829744961679821","-0.063863683627896","0.0400715113753367","-0.0121221088541393","0.0782586174772038","0.046135356083535","0.0564094562311522","0.0235077120152963","0.0801259576915409","0.071924311986557","0.0303792898558289","0.0184325847647474","0.072495120824569","0.0963096361735618","0.153611153611739","0.0552444203366731","0.119666136237918","0.0787702183626184","0.0409480903229873","0.0938188158755028","0.0581152081473807","-0.0396606530374982","0.0638743365309379","0.063276456805293","0.0700240038522115","0.00895761861674709","0.0413876807469075","0.0329064000022679","0.0158290030574125","0.135581567482282","0.0570783159423191","0.00867546354743828","0.0433906324129488","0.0813815318796254","0.0637926414837631","0.0421086566388318","-0.00684350085138326","-0.152030412584195","0.0484394658116058","0.0527140368625643","0.12809078109706","0.0444776950643138","0.0558521248554109","0.0891113114426669","0.0567358547462462","0.0783293002494863","0.018792772568974","0.0808301996063247","0.0417790856594245","0.0645891959282941","0.00497325972279391","0.0404987439405737","0.101399983017622","0.0508901664561042","0.0416138928926752","0.0633136251180424"
"69","LMU3R30","0.0314314432178021","0.12308308043543","0.0270837652904168","0.0451412101391281","0.0612584987183292","0.0287610552015744","-0.000842288528834804","-0.02706412936734","0.0777587871965314","0.00887283160789072","0.0688957290069764","0.0565884156945777","0.0441913544483981","0.0622790460915538","0.0898395294922316","0.0408208809540763","0.0311637817785202","0.0457253872038774","0.0816365083807474","-0.0542736572868123","0.0380606125230697","-0.00639629890712619","0.0719938808974773","0.0392725867281144","0.0559658766791732","0.0234413746225366","0.0778488385468478","0.0677963280211127","0.027067574994886","0.0140604754458442","0.0702693700570018","0.0888647220772254","0.139465127472542","0.0518760892473758","0.110981740722051","0.0735626938386558","0.0411666741186346","0.084294132028709","0.0586868393315351","-0.0334180602748742","0.0615696102212601","0.057374178917778","0.068537859174974","0.00988280174904832","0.0370987748708377","0.0289301521784892","0.011533412947229","0.128777475990574","0.0557000451168425","0.00616226120462472","0.0396231584733024","0.0744313399327508","0.0633150826638666","0.0410079968112983","-0.00458581834954482","-0.139739303336488","0.0466211529147941","0.0462834139710388","0.120934993627592","0.0425128659693701","0.0552638847623313","0.079394307369115","0.0496481969073232","0.0787132752227678","0.0182128408650122","0.0797213193882149","0.0364079996395986","0.0620272253900403","0.0036788385536516","0.0403634470361722","0.0981335883593793","0.0507526731450689","0.0369243795336048","0.0608572631100402"
"70","LMU3R31","0.0346303800827625","0.113660616501715","0.0271116005234292","0.0416867258465728","0.0561479862496243","0.024937131786135","0.000222463885214175","-0.0266264929933325","0.0750992078949076","0.00810382018422913","0.0666655246523066","0.0529808408550539","0.0406917725446918","0.0608736115812253","0.0828569856954879","0.0331235054192303","0.0248976366169474","0.0412288775052026","0.0760147825526868","-0.0481335315875786","0.0360365859313323","-0.0052832140777638","0.0638579233317598","0.0317801300842327","0.0465439539869999","0.0180567840310498","0.0677145444433706","0.0626792406802569","0.0226653251509359","0.0132486312098256","0.0645910711496474","0.0817657908452883","0.131259966246136","0.047289851050679","0.103048804800197","0.0688877958152837","0.0394302939876929","0.0770899887720483","0.0531124654934485","-0.0242665688765884","0.0554186987654506","0.0503310071780346","0.0639820891212024","0.00788266135419522","0.0331197342219761","0.0258000913131012","0.0128906901666135","0.120166995802714","0.0540381184784404","0.00486279267582043","0.0376003382926947","0.0718670888849042","0.054622098017987","0.0383107822134238","0.000142587438608241","-0.129199952102048","0.0432012853865859","0.0445565283867157","0.11346967911217","0.0408143055022848","0.0512277927867136","0.0753046455295256","0.0449269807666342","0.0736952937338421","0.0170691486146073","0.0742125513010636","0.0304421249394057","0.0586954345975914","0.00133332802184486","0.0366174874428943","0.0932381280637239","0.0496096897689278","0.031311709982682","0.0525935484873842"
"71","LMU3R32","0.0325522239298709","0.109272641446091","0.0258909601703357","0.0378126170471304","0.056153239216357","0.0269248699544573","0.000759686451444995","-0.0179277545077922","0.067668523875857","0.00689273152186984","0.065509413241687","0.0517363720652548","0.0379498322189475","0.0532720588388684","0.0779499678147388","0.0310780453211604","0.0264621239546007","0.0386731222928705","0.0675575078969265","-0.0472997228392513","0.033250333170533","-0.0026388123595948","0.0618369595245255","0.0295681086345788","0.0414423894562724","0.013987397945934","0.0623157988114998","0.0599528745861567","0.0209905692132069","0.0108299411511837","0.0595098934939997","0.0778939178895516","0.120660582926511","0.0445029822722462","0.0952531937258893","0.0597115456916668","0.0362585495897512","0.070640774302557","0.0524016560368543","-0.0234143451432364","0.0539765148751773","0.0452564555623072","0.0627499115454298","0.0113181378433425","0.0338150802296476","0.0264303643083784","0.0116868889919674","0.110241760445319","0.0498446027543939","0.00725314467761773","0.0319318126741667","0.0664454099016817","0.0517212476752048","0.0390212687310459","0.00552983426112308","-0.121563536823002","0.0383335043643758","0.043692458318347","0.107285167369131","0.0382473888040245","0.0472918026320354","0.0723447259404931","0.0377224833204591","0.069058443130695","0.0162014571854714","0.0705820571478931","0.0277576697602434","0.054478981937504","0.00344181830221105","0.0359275518901277","0.0920196751841171","0.0457700638575677","0.0227340683016896","0.0475166331593586"
